;EventTime;Origin;Destination
519;2022.60266;Estonia;Curacao
520;2022.49536;Cyprus;Hungary
521;2022.72594;Hungary;Aruba
522;2022.72047;Cyprus;Hungary
523;2022.50403;Cyprus;Denmark
524;2022.52321;Cyprus;United Arab Emirates
525;2022.64376;Cyprus;Morocco
526;2022.44923;Cyprus;Czech Republic
527;2022.6848499999999;Cyprus;Singapore
528;2022.69306;Cyprus;Serbia
529;2022.46098;Cyprus;Serbia
530;2022.61087;Serbia;Spain
531;2022.6273099999999;Serbia;Estonia
532;2022.70129;Serbia;Romania
533;2022.7232099999999;Serbia;Sweden
534;2022.6581999999999;Serbia;Cambodia
535;2022.75883;Cambodia;France
536;2022.64923;Cyprus;United Kingdom
537;2022.61635;Cyprus;Aruba
538;2022.40476;Cyprus;France
539;2022.5643;France;Chile
540;2022.3439799999999;Cyprus;Romania
541;2022.51499;Romania;Andorra
542;2022.5807399999999;Romania;Netherlands
543;2022.50957;Romania;Sweden
544;2022.45471;Romania;Curacao
545;2022.39993;Romania;Finland
546;2022.46294;Finland;Estonia
547;2022.51499;Finland;North Macedonia
548;2022.6465;North Macedonia;Canada
549;2022.41719;Romania;Kosovo
550;2022.41561;Romania;Singapore
551;2022.58348;Singapore;Germany
552;2022.5917;Romania;Belize
553;2022.68759;Romania;Argentina
554;2022.51225;Romania;Bhutan
555;2022.58061;Romania;Mauritius
556;2022.75883;Romania;Qatar
557;2022.56297;Romania;Germany
558;2022.75883;Germany;Ukraine
559;2022.42183;Romania;Cabo Verde
560;2022.38893;Romania;Curacao
561;2022.4602499999999;Curacao;Saint Martin
562;2022.64376;Saint Martin;Finland
563;2022.4382799999998;Curacao;Poland
564;2022.72868;Curacao;Ecuador
565;2022.49301;Curacao;Denmark
566;2022.59169;Denmark;USA
567;2022.58743;Curacao;China
568;2022.47663;Curacao;Italy
569;2022.42822;Curacao;Iceland
570;2022.49307;Iceland;Croatia
571;2022.66019;Iceland;Taiwan
572;2022.68484;Iceland;Slovenia
573;2022.4711499999999;Iceland;United Kingdom
574;2022.5369;United Kingdom;Norway
575;2022.5615599999999;Norway;Israel
576;2022.57253;South Africa;Togo
577;2022.1054;South Africa;Eswatini
578;2022.50677;Eswatini;South Africa
579;2022.62184;Eswatini;Bahrain
580;2022.7040299999999;Eswatini;Papua New Guinea
581;2022.17492;South Africa;Eswatini
582;2022.56979;Eswatini;Turkey
583;2022.28573;Eswatini;Mauritius
584;2022.33874;South Africa;Eswatini
